Name,imageUrl,Location,linkedin,Description,Investment_Sector,investments,companyWebsite
Ava J. Arroyo,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/ava_j._arroyo.jpg,"London, UK",https://www.linkedin.com/in/avaarroyo,"Ava J. Arroyo holds a prominent role in Google's Marketing and Partnerships division, whilst also being an active angel investor with a keen interest in health, arts, and design. Arroyo is a key figure in HERmesa, a women-led angel investment syndicate composed of over 170 diverse operators who have transitioned into angel investors. HERmesa's primary focus is to invest in pre-seed and seed stage ventures in the UK and Europe that have been co-founded by women. The syndicate's overarching mission is to increase the representation of women at decision-making tables, both as founders and funders. HERmesa's current investment portfolio is quite diverse. It includes Ayda, a B2B SaaS.",,,http://www.youtube.com/jobs
Margarita Skarkou,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/margarita_skarkou.jpg,"London, UK",https://www.linkedin.com/in/margarita-skarkou-0b8a716a,"Margarita Skarkou is a seasoned venture capital investor and non-executive director, known for her multilingual capabilities and specialization in climatetech and sustainability investments. Her vast experience spans across equity, debt, and grants. Prior to her current roles, Skarkou has a rich background in investment banking, green finance, and sustainable development. In terms of her educational qualifications, she holds an MEng in Civil Engineering, is a CIMA certified Business Accountant, and a Newton Venture Fellow from the LBS Executive Programme. Currently, Skarkou is a Venture Capital Investor at 2150, a firm that focuses on investing in technology companies that positively impact urban environments. She is also a Non-Executive Director at Innovate.",,,http://www.2150.vc
Jamie Thomas,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/jamie_thomas.jpg,"London, UK",https://www.linkedin.com/in/jamiet2,,,,https://cophi.io
Steve Page,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/steve_page.jpg,"Streat, UK",https://www.linkedin.com/in/steve-page-666b694,"Steve Page holds multiple roles including that of an Independent Chair, Non-Executive Director (NED), Executive Coach, Consultant, and Investor.",,,http://www.awaknlifesciences.com
Lois Day,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/lois_day.jpg,", UK",https://www.linkedin.com/in/lois-day/,"Lois Day serves as the Managing Partner of 3 Sisters Ventures (3SV), a pioneering venture capital firm in the UK that focuses on gender-smart investing. 3SV invests in pre-seed and seed stage companies that develop tech-enabled solutions to meet the underserved needs of women in sectors like Femtech, Fintech, Family Tech, and the Future of Work. Day also holds a position as a Venture Partner in the Deep Tech team at FTSE 250 listed investment firm, IP Group. She serves as a Portfolio Manager and IC member of IP Venture Fund II, a venture capital fund established in collaboration with the European Investment Fund. Before her current role, she led Technology Co-Investments in IP Group's capital markets.",,"Kanjo Health, GrandNanny, Financielle, Juniver, The Lowdown, Tangent, Unfabled, Oxa, Bramble Energy,",
Gareth Deakin,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/gareth_deakin.jpg,"London, UK",https://www.linkedin.com/in/garethdeakin,"Gareth Deakin serves as the Head of Sonorous Global Consulting, where he leverages over 15 years of experience in the entertainment, creative, and tech sectors to foster growth and innovation. Holding an MBA from The Open University and a BA in Fine Art from Central St Martins, Deakin blends analytical and creative thinking in his work. His primary expertise lies in strategy, business development, and marketing, which he applies to projects aimed at advancing the future of music and creative industries. Deakin utilizes his unique dyslexic thinking and online marketing skills to devise and implement effective solutions that deliver value to his clients and partners. In addition to his role at Sonorous Global Consulting, Deakin is an active mentor, advisor, and angel investor in several.",,,http://www.sonorous.global
Simon Mitchell,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/simon_mitchell.jpg,"St. Albans, UK",https://www.linkedin.com/in/simonmitchellsprofile,,,,http://gifted.social
Krishna Visvanathan,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/krishna_visvanathan.jpg,"London, UK",https://www.linkedin.com/in/krishnavisvanathan,"Krishna Visvanathan is a seasoned pre-seed investor and board member with extensive experience in a variety of financial and entrepreneurial fields. His expertise spans private equity, angel investing, and buyouts, as well as entrepreneurship. Visvanathan's portfolio includes due diligence, corporate finance, and venture financing, along with carve-outs and valuation. He is also well-versed in investments, deal sourcing, and corporate development, with additional proficiency in secondaries, leveraged buyouts (LBO), and international expansion. Visvanathan's venture capital experience is complemented by his tenure on several boards of directors, his involvement in successful business exits, and his ability to secure growth capital. Furthermore, he has a solid background in financial struct.",,,http://www.crane.vc
Oliver Bouzad,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/oliver_bouzad.jpg,"Bournemouth, UK",https://www.linkedin.com/in/oliver-bouzad,Angel investor.,,,https://bouran.digital/
Keith Grose,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fkeith-grose.jpeg?alt=media&token=e61e32b6-b32e-4714-97b1-29d81f4eb693,"London, UK",https://www.linkedin.com/in/keithgrose/,,"Finance, Insurance, Legal, Regulation, Property and Construction, B2B, Human Resources, Marketing, Software,","Incredible,",
Chris Oglesby,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/chris_oglesby.jpg,"Manchester, UK",https://www.linkedin.com/in/chris-oglesby-90522070/,,,,
Colin Fraser,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/colin_fraser.jpg,", UK",https://www.linkedin.com/in/colin-fraser-3066299,"Colin Fraser is a seasoned corporate and investment banker with a keen interest in sustainability and digital start-ups. He currently holds the position of CEO for the U.K. banking operations of FCMB Group. In addition, Fraser is the Chair and Co-Founder of Glowb, a company dedicated to transforming consumer access to solar and battery solutions for existing homes across the U.K. Beyond his CEO role, Fraser is also an active angel investor and serves as a Director for Themis, a company focused on developing new digital tools to combat financial crime. He also invests in and serves as a Non-Executive Director for City Unscripted, a company that offers digitally delivered, bespoke city tours worldwide.",,,http://www.fcmbuk.com
Quentiin Brown,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/quentiin_brown.jpg,"Rugby, UK",https://www.linkedin.com/in/quentiin-brown-a1235121b,"Quentin Brown holds the position of an Angel Investor at Ludvig & Co. His role involves providing capital for startups, typically in exchange for convertible debt or ownership equity.",,,https://ludvig.se
Brian Hatton,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/brian_hatton.jpg,,https://www.linkedin.com/in/brian-hatton-b36192,,,,
AndrÃ© Hoffmann,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fandre-hoffmann.jpeg?alt=media&token=6edf75fc-72f5-4529-814a-78dfe0cac09e,"Basil, Switzerland",https://www.linkedin.com/in/andr%C3%A9-hoffmann-1a357522/,,"Data, AI, Tech, Cloud, Cyber Security, Software,","Natcap, Basecamp Research,",
Tom Wilson,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Ftom_wilson.jpeg?alt=media&token=be9f8254-84da-41e5-94cd-dd920a25da66,"London, UK",https://www.linkedin.com/in/tomwilsonseedcamp/,,,,https://seedcamp.com/
Des Tan,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/des_tan.jpg,"London, UK",https://www.linkedin.com/in/des-tan-9b41b6111,,,,â
Jayeis B Sonill,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/jayeis_b_sonill.jpg,"London, UK",https://www.linkedin.com/in/jbsonill,,,,â
Caius Gordon,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/caius_gordon.jpg,", UK",https://www.linkedin.com/in/caius-gordon-567a37247,"Caius Gordon is a co-owner of KeyQlix, a startup that offers innovative website development solutions. He has a strong commitment to delivering value to customers and advancing the field of website development. Gordon brings over three years of experience as an angel investor, where he has backed promising tech ventures, and as a foreign exchange trader, adept at managing currency risks and opportunities in the global market. He possesses skills in private equity funding, investments, and currency exchange. His core competencies encompass strategic thinking, problem-solving, leadership, and communication. Gordon's work is guided by the principles of integrity, innovation, and excellence.",,,https://keyqlix.com/
Jeremy Evans,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/jeremy_evans.jpg,", UK",https://www.linkedin.com/in/jevansnonexecutivedirector,"Jeremy Evans is an angel investor who focuses on enhancing the financial and operational performance of his investments in various sectors, including Financial Services, FinTech, Leisure, and Property. He takes the lead in fostering relationships with non-executive directors and advisory services to further these investment interests.",,,http://www.jmotivate.com
Darren Ryemill,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/darren_ryemill.jpg,"Bristol, UK",https://www.linkedin.com/in/darrenryemill/,,,,
Jonathan Broom,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/jonathan_broom.jpg,"Camden Town, UK",https://www.linkedin.com/in/jonathan-broom-7a8b1b12,"Jonathan Broom is a London-based angel investor and entrepreneur, specialising in pre-seed and seed stage investments. His portfolio includes companies that qualify for the Seed Enterprise Investment Scheme (SEIS) or Enterprise Investment Scheme (EIS). Broom has a proven track record of founding, scaling, and exiting companies across various sectors. He also offers advisory services to other entrepreneurs, helping them transform their ideas into tangible businesses. Broom is open to investing in UK-based startups that are in the pre-seed or seed stage, particularly those that qualify for SEIS or EIS. He also provides guidance to those in the ideation stage, helping them develop their business strategies. Broom's skills span a wide range of areas, including angel investing.",,,â
